考号	题65（男1女2）	题66	题1	题2	题3	题4	题5	题6	题7	题8	题9	题10	题11	题12	题13	题14	题15	题16	题17	题18	题19	题20	题21	题22	题23	题24	题25	题26	题27	题28	题29	题30	题31	题32	题33	题34	题35	题36	题37	题38	题39	题40	题41	题42	题43	题44	题45	题46	题47	题48	题49	题50	题51	题52	题53	题54	题55	题56	题57	题58	题59	题60	题61	题62	题63
 186151 	1	4	1	2	3	2	1	4	5	0	3	2	0	4	1	3	4	3	5	1	1	3	2	1	6	4	1	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	3	2	3	2	3	3	1	3	2	4	4	6	3	1	1	3	6	5	4	1
 186152 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	3	4	4	5	5	3	1	4	2	1	3	3	1	2	4	4	6	5	5	3	2	5	5	3
 186153 	2	4	1	2	3	2	0	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	34	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	4	1	4	3	5	5	2	1	4	2	3	3	2	1	2	4	2	2	4	4	3	6	5	5	1
 186154 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	4	0	4	3	5	0	2	3	4	3	1	4	3	2	4	2	6	2	4	6	3	6	3	5	4
 186155 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	5	3	1	4	2	1	5	3	1	4	4	1	2	4	6	3	6	3	5	4
 186156 	1	3	1	1	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	4	3	4	3	5	2	2	1	4	2	1	5	4	1	4	4	6	2	4	2	3	6	5	4	1
 186157 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	1	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	2	3	4	4	5	4	2	1	4	2	3	3	3	1	2	4	6	6	4	3	3	2	5	5	3
 186158 	2	2	1	3	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	5	1	3	4	3	4	4	2	1	3	1	4	2	1	3	4	4	5	2	2	1	4	2	2	3	3	2	2	4	4	6	4	2	3	6	5	5	4
 186159 	3	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	5	4	3	4	4	1	1	3	1	4	2	4	1	4	3	2	3	2	4	4	2	3	4	3	2	2	4	4	3	4	1	3	3	5	5	4
 186160 	3	5	0	2	3	0	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	4	4	3	4	4	1	5	3	13	4	2	4	1	4	3	2	3	3	1	4	3	3	3	5	2	3	1	0	3	4	2	3	2	1	4	4
 186161 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	5	2	1	3	4	1	3	3	1	3	4	6	4	1	4	3	4	4	3	4
 186201 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	6	5	1	4	4	3	4	4	1	1	1	1	4	3	1	1	4	4	5	5	3	1	1	2	4	5	2	1	5	4	3	1	3	2	3	3	6	4	1
 186202 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	3	5	4	3	3	1	4	1	5	2	4	4	1	6	3	2	5	6	5	5	5	4
 186203 	4	4	1	2	3	2	1	6	5	4	3	2	3	3	1	3	3	3	5	2	6	3	3	1	4	1	3	5	1	3	4	3	4	4	1	1	1	1	4	3	1	1	4	2	3	4	3	3	4	4	3	2	4	2	4	4	1	4	1	4	3	3	4	5	3
 186204 	2	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	4	3	4	4	2	1	5	4	3	4	1	6	5	3	4	5	2	5	1	4
 186205 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	6	5	1	3	4	3	4	4	1	1	3	1	4	4	1	1	4	4	2	1	3	3	1	4	4	1	4	2	5	1	6	3	2	2	1	2	1	4	1
 186206 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	1	2	2	5	5	2	1	2	4	4	3	3	1	4	3	1	5	5	1	6	3	2	4	1
 186207 	0	4	1	2	0	2	1	4	5	6	3	2	3	4	0	0	0	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	1	4	4	5	5	2	3	0	4	0	0	5	4	2	2	3	6	0	1	4	1	0	0	0
 186209 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	2	1	1	3	1	4	2	1	1	4	0	5	5	2	1	4	4	2	5	3	2	3	1	6	3	3	6	6	5	5	1	4
 186210 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	3	4	4	1	5	4	1	4	2	1	3	4	4	2	3	1	3	3	4	2	3	3	2	5	1	0	5	1	2	5	5	4	1	1
 186211 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	2	2	6	4	1	4	5	1	3	1	3	4	4	1	1	3	1	4	3	1	1	4	3	5	5	3	3	1	2	2	3	3	1	3	4	1	5	1	5	3	2	2	4	4
 186212 	3	0	1	2	3	2	1	4	5	6	3	6	3	0	3	3	4	3	5	1	1	3	2	5	4	1	4	4	1	3	4	3	4	1	2	1	3	1	4	2	1	3	4	1	5	5	1	13	3	4	1	3	3	1	2	1	1	6	5	6	3	3	6	4	6
 186213 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	1	1	1	1	2	5	2	3	1	4	4	4	2	4	2	6	1	6	4	4	4	6	3	1	4	1
 186214 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	2	3	5	1	1	3	2	6	4	1	4	5	1	3	4	6	4	4	1	1	3	1	4	3	1	3	1	4	5	2	1	1	4	4	2	2	3	2	1	3	1	4	2	1	6	2	5	4	2
 186215 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	0	1	4	5	1	3	2	3	4	4	1	1	1	1	4	3	1	1	4	4	5	5	2	3	2	2	3	3	3	2	6	4	6	6	4	4	5	2	1	5	5
 186216 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	2	1	1	3	1	4	2	1	1	4	2	5	4	2	1	4	4	2	5	3	2	3	1	6	3	6	6	6	5	5	1	4
 186217 	1	3	1	2	3	2	1	4	5	6	0	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	1	4	0	5	4	3	3	4	4	4	6	2	2	4	1	6	3	1	3	3	2	1	3	4
 186218 	2	3	1	2	3	2	1	4	5	6	3	1	3	4	1	3	4	3	5	1	1	3	2	1	4	1	3	5	1	3	4	3	4	4	1	1	2	1	4	3	2	6	4	2	2	4	2	1	1	2	3	2	3	4	3	1	2	5	2	5	3	2	3	5	4
 186219 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	3	4	2	3	5	3	3	5	3	3	1	1	2	6	5	6	1	1
 186220 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	3	2	3	1	2	2	5	4	2	6	1	6	5	1	2	1	5	6	5	1
 186221 	1	4	1	2	3	2	4	6	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	6	3	4	2	5	3	2	3	4	3	2	3	4	2	2	1	6	5	1	4	1	2	6	4	1
 186222 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	4	1	1	1	4	3	6	3	4	2	5	5	2	3	4	2	1	3	4	2	2	4	4	5	1	4	1	2	6	4	1
 186223 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	3	2	3	3	2	1	5	4	2	6	1	6	5	1	3	3	5	6	3	1
 186224 	1	4	1	2	3	2	4	4	5	2	3	2	3	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	2	4	4	0	1	3	1	4	1	1	4	4	2	3	2	2	3	4	4	2	3	2	4	3	1	2	2	1	4	1	3	4	2	4
 186225 	1	4	1	2	3	2	1	4	5	6	3	3	3	4	1	3	4	6	5	1	1	3	6	6	4	1	3	5	1	3	4	2	4	4	1	1	3	1	4	1	1	3	4	2	3	2	2	5	5	4	3	1	5	4	1	4	3	6	6	1	3	3	4	2	2
 186226 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	6	4	5	1	3	1	4	2	1	1	0	5	4	2	1	4	3	4	1	4	4	4	2	4	6	4	1	6	5	2	2	5	5
 186227 	1	4	1	2	3	2	1	4	5	6	3	2	0	4	0	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	2	1	1	5	1	4	3	6	3	4	2	5	3	2	3	3	2	1	5	4	2	2	1	6	5	1	4	1	2	6	1	1
 186228 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	1	4	3	5	1	1	3	2	6	4	1	4	5	1	2	3	2	3	4	1	1	3	1	4	3	1	3	4	2	5	4	2	2	4	4	3	4	2	2	6	1	4	4	1	2	4	5	1	5	2
 186229 	2	4	1	2	3	2	5	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	3	5	2	2	1	3	5	2	2	4	6	4	1	3	1	2	6	3	1
 186230 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	1	1	3	4	2	5	2	5	1	2	2	3	4	4	2	4	4	4	3	1	3	3	6	3	4	3
 186231 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	6	4	4	3	1	2	1	4	4	1	3	4	2	5	5	2	1	2	2	2	4	4	1	6	3	6	0	1	2	3	4	2	4	1
 186232 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	1	3	5	3	3	3	2	4	1	3	2	3	2	1	6	2	1	4	3	5	6	5	1
 186233 	1	2	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	4	1	1	4	4	5	4	3	1	2	4	1	3	3	2	2	4	3	4	4	2	6	2	2	4	1
 186234 	2	4	1	2	3	2	4	4	5	6	3	2	3	2	1	3	4	3	5	1	1	3	2	6	4	1	4	4	1	3	4	3	4	5	1	1	3	1	4	2	1	1	4	3	5	4	2	3	2	3	3	2	4	1	3	4	6	6	1	2	6	6	5	1	5
 186235 	1	4	1	2	3	2	1	4	5	3	6	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	5	4	2	4	3	1	1	1	1	4	3	1	1	2	4	5	5	4	1	2	3	4	3	2	1	5	4	3	4	4	3	6	2	6	1	1
 186236 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	2	5	2	2	2	3	4	3	4	2	2	6	4	1	2	3	6	3	5	3
 186237 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	1	1	1	4	3	5	5	1	13	4	4	3	4	5	2	1	3	6	4	1	2	3	4	3	2	1
 186238 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	3	5	2	2	1	4	1	3	5	6	3	4	4	2	4	1	2	4	2	4	5	4
 186239 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	2	5	0	3	0	1	2	1	6	3	4	4	4	6	2	5	5	1	3	3	4	6
 186240 	0	0	1	2	3	2	1	4	5	5	4	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	2	1	1	3	5	2	4	3	1	4	2	2	2	5	3	5	3	3	2	4	3	4	4	5	5
 186241 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	1	2	2	4	6	5	1	3	4	3	4	2	4	3	4	2	4	1
 186242 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	4	2	3	4	4	1	1	3	1	4	3	1	3	4	4	5	2	2	2	2	2	3	5	2	1	5	4	3	4	4	2	5	2	6	1	1
 186243 	1	0	1	2	3	2	1	4	5	6	3	2	0	4	1	3	4	3	0	1	1	3	2	6	4	1	4	0	0	3	0	0	4	4	1	1	0	1	4	3	1	3	4	3	5	0	0	0	2	3	3	2	2	4	5	4	0	2	1	3	3	3	1	2	3
 186244 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	2	6	4	3	5	5	4	5	4	3	2	1	1	2	2	4	6	3	4	3	3	3	5	3	4
 186245 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	3	1	3	4	3	4	4	1	1	3	1	4	4	1	1	4	3	5	2	2	3	2	2	2	3	2	3	3	2	1	2	1	2	5	4	3	4	2
 186246 	12	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	3	6	2	5	4	2	3	1	3	3	4	3	3	4	5	4	3	1	4	5	2	5	4	5
 186247 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	2	3	2	6	4	1	4	5	1	3	4	4	4	5	3	1	3	5	4	3	1	3	4	1	5	4	3	1	4	3	3	4	4	4	4	4	5	4	5	2	3	4	5	3	4
 186248 	1	3	1	2	3	2	1	4	5	6	3	0	3	2	3	1	0	2	4	3	5	1	2	2	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	1	4	4	5	4	2	5	1	2	3	3	4	2	2	1	3	1	1	3	3	2	5	4	1
 186249 	2	3	1	2	3	2	0	4	3	3	0	2	3	4	1	5	4	3	5	1	1	3	2	6	4	1	4	5	1	2	3	3	4	5	1	1	3	1	4	2	1	3	4	1	2	3	2	1	2	4	2	1	3	2	4	1	3	1	3	5	3	6	6	4	4
 186250 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	3	5	4	2	1	4	3	4	4	5	2	3	4	3	1	2	4	3	3	6	5	1
 186251 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	2	3	4	3	5	5	2	1	1	2	4	1	3	1	6	4	1	2	3	2	3	2	5	3	1
 186252 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	2	2	1	2	2	3	3	2	2	2	3	3	2	1	6	3	3	2	4	1
 186253 	2	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	3	5	1	4	4	3	4	4	3	6	3	4	4	3	4	3	2	1	2	2	3	3	4	0	3	4	5	2	5	1	6	4	1	1	3	2	1	4	1
 186254 	1	4	1	2	3	2	1	4	5	2	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	3	4	5	1	1	3	6	4	3	1	3	4	3	3	6	3	3	4	4	3	0	4	4	3	4	0	3	1	6	3	5	2	5	2
 186255 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	2	4	4	1	1	3	1	4	4	3	1	4	2	5	5	2	3	2	2	4	3	2	1	2	2	6	3	1	3	2	2	1	5	2
 186256 	1	2	1	2	3	2	1	4	6	6	3	4	3	2	3	4	1	3	4	3	5	0	1	1	3	2	6	4	1	4	5	0	1	3	4	3	4	1	3	2	1	3	4	5	3	6	3	3	4	5	2	5	1	3	5	6	2	4	3	5	1	4	2	3	4
 186257 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	2	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	3	4	3	1	3	2	3	4	2	3	3	3	2	3	4	2	4	2	2	3	3	6	4	1
 186258 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	1	2	2	4	6	5	2	3	4	3	1	2	4	3	0	3	6	1
 186259 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	4	4	4	1	1	3	1	4	3	1	1	4	2	5	2	1	1	1	2	4	3	5	3	6	4	6	4	1	3	3	3	2	3	1
 186260 	1	3	2	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	2	4	2	1	3	3	5	5	4	3	1	1	2	4	3	3	2	5	1	6	2	1	5	1	2	2	3	5
 186261 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	1	2	2	3	2	4	3	1	5	5	2	6	2	4	4	2	2	2	5	2	1	4	1	1	1	5	3	2	5	4	2	4	4	2	1	6	2	2	1	4	3	4	1	1	2	4	5	3
 186262 	0	0	1	2	3	2	4	4	5	6	3	1	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	6	1	3	1	3	4	3	3	1	1	1	4	0	1	1	3	4	4	3	5	2	1	4	3	1	4	5	2	4	1	6	4	1	6	2	1	3	4
 186263 	3	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	3	5	1	1	4	3	3	4	1	1	1	1	4	1	1	1	2	2	2	5	2	3	4	4	1	3	1	2	2	4	0	4	1	1	0	1	2	3	5
 186264 	3	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	2	3	5	3	1	3	2	6	4	2	4	5	1	3	4	2	4	4	4	1	1	1	3	2	1	1	1	2	2	3	3	3	4	3	2	3	1	2	3	4	4	5	1	5	2	5	5	6	3
 186301 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	1	4	2	5	5	1	1	1	4	2	3	3	4	4	4	3	4	3	4	3	5	6	4	5
 186302 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	1	1	2	3	1	4	3	4	1	4	2	5	4	2	1	1	2	2	4	4	2	4	4	2	3	1	1	1	3	6	6	5
 186303 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	2	4	4	1	1	3	1	4	3	1	1	4	2	5	2	2	3	2	6	3	3	3	2	4	1	4	6	4	2	5	4	2	4	1
 186304 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	6	2	4	5	1	3	1	4	3	2	3	4	4	5	2	2	1	1	2	1	2	4	1	4	2	2	3	1	1	3	6	6	4	1
 186305 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	5	1	1	5	5	4	4	1	1	4	3	5	2	2	1	2	2	3	5	2	3	6	2	1	2	5	1	3	6	4	4	1
 186306 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	5	4	5	1	3	4	3	4	4	1	1	3	1	4	1	1	3	4	1	2	5	2	3	2	2	4	4	3	1	5	3	6	3	4	4	3	2	3	1	5
 186307 	1	4	1	2	3	2	2	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	5	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	2	5	0	4	1	3	2	4	3	6	1	3	3	3	1	1	4	3	5	6	5	3
 186308 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	5	3	1	4	3	1	3	4	3	5	5	2	2	2	2	4	5	2	1	3	1	3	4	1	3	3	5	6	4	3
 186309 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	4	4	4	1	1	3	1	4	3	1	1	5	2	5	2	2	1	2	2	4	5	3	1	2	4	6	4	2	3	1	3	5	5	1
 186310 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	4	2	1	2	4	4	3	2	1	2	2	6	4	1	4	3	3	4	5	1
 186311 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	5	1	3	4	2	4	4	1	1	3	1	4	1	1	1	4	2	5	5	3	1	1	3	4	3	3	4	3	4	4	4	1	1	6	3	6	4	4
 186312 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	3	5	1	3	4	2	4	4	1	1	3	1	4	3	3	1	1	2	5	5	5	3	1	3	2	3	4	3	2	4	1	3	1	3	3	6	3	1	5
 186313 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	2	2	3	2	2	3	3	5	1	2	3	6	5	1	4	3	2	4	4	4
 186314 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	4	2	5	2	2	1	2	2	3	3	3	1	6	2	2	1	1	0	0	0	6	4	1
 186315 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	1	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	1	1	3	4	4	2	2	2	1	4	3	1	2	2	1	2	4	1	2	2	2	1	5	5	3	3
 186316 	1	3	1	2	3	2	1	4	5	6	3	4	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	1	3	5	5	2	3	1	2	4	3	3	1	1	1	1	4	3	6	3	3	4	4	1
 186317 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	5	1	5	4	2	3	1	4	4	2	4	3	3	2	2	2	3	3	2	5	4	4	2	1	2	6	3	6	5	4
 186318 	1	4	1	2	3	2	1	4	5	6	3	2	3	5	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	3	4	3	4	4	1	1	3	5	4	3	1	1	4	3	5	5	2	3	2	2	1	3	6	1	5	2	4	3	1	2	5	6	2	5	2
 186319 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	4	2	3	4	5	1	1	3	1	4	2	1	1	4	2	5	5	2	1	4	4	3	5	5	2	6	1	1	3	1	6	3	2	6	5	5
 186320 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	6	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	1	1	1	3	1	4	2	2	1	5	4	2	5	4	1	2	2	4	3	4	1	6	2	3	1	1	4	3	6	4	5	5
 186321 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	2	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	4	1	1	4	4	5	4	5	1	2	2	3	2	5	2	6	3	5	2	2	6	3	3	1	5	1
 186322 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	5	1	3	2	3	4	2	2	1	3	1	4	4	1	1	4	2	5	4	3	3	4	4	2	3	5	2	6	4	6	4	3	4	3	4	3	4	1
 186323 	2	4	1	2	3	2	4	4	5	6	3	2	3	3	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	2	5	5	2	1	2	2	4	3	3	4	1	4	6	1	1	2	4	3	4	4	1
 186324 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	2	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	1	2	5	5	2	1	4	2	3	3	3	1	6	4	3	1	1	6	3	3	4	5	4
 186325 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	6	3	2	6	4	1	4	5	1	4	4	3	4	4	2	1	3	2	4	3	1	3	1	4	5	5	3	3	1	2	4	3	3	1	4	1	1	3	4	4	3	2	6	4	5
 186326 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	3	4	3	5	2	2	3	1	2	1	3	2	1	5	3	6	3	1	5	6	6	3	4	4
 186327 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	6	1	3	1	4	1	1	1	4	2	5	2	3	2	4	3	3	1	2	2	6	4	1	3	1	5	1	2	1	3	3
 186328 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	3	4	2	1	1	3	1	4	3	1	3	1	2	5	5	2	3	2	4	4	3	2	3	5	3	3	1	1	3	3	2	1	5	5
